v1,zip,parkname,duration,distancemeters,duration_nearest_airport,distancem_nearest_airport,zip_to_airport,duration_airport_site,distancem_airport_site,airport_to_site,intra_island_duration,intra_island_distancem,residents_duration,residents_distance_meters,island_live,population2020,income
181,96710,Manana Trail,NA,NA,132.2,132031,Kona International at Keahole Airport,40.200001,23460,Daniel K Inouye International Airport,172.4,155491,172.39999,155491,Hawaii,650,70208
182,96710,Kuliouou Trail,NA,NA,132.2,132031,Kona International at Keahole Airport,55,37598,Daniel K Inouye International Airport,187.2,169629,187.2,169629,Hawaii,650,70208
183,96710,Maakua Ridge Trail,NA,NA,132.2,132031,Kona International at Keahole Airport,88.300003,61386,Daniel K Inouye International Airport,220.5,193417,220.5,193417,Hawaii,650,70208
185,96710,Lonomea,NA,NA,132.2,132031,Kona International at Keahole Airport,66.699997,59765,Lihue Airport,198.9,191796,198.89999,191796,Hawaii,650,70208
186,96710,Peacock Flats Campsite,NA,NA,132.2,132031,Kona International at Keahole Airport,138.5,82548,Daniel K Inouye International Airport,270.7,214579,270.70001,214579,Hawaii,650,70208
187,96710,Sugi Grove,NA,NA,132.2,132031,Kona International at Keahole Airport,86.5,71695,Lihue Airport,218.7,203726,218.7,203726,Hawaii,650,70208
188,96710,Waialae Cabin Campsite,NA,NA,132.2,132031,Kona International at Keahole Airport,49.200001,44216,Lihue Airport,181.4,176247,181.39999,176247,Hawaii,650,70208
189,96710,Kuaokala Trail,NA,NA,132.2,132031,Kona International at Keahole Airport,92.599998,71137,Daniel K Inouye International Airport,224.8,203168,224.8,203168,Hawaii,650,70208
190,96710,Kaunala Trail,NA,NA,132.2,132031,Kona International at Keahole Airport,84,64898,Daniel K Inouye International Airport,216.2,196929,216.2,196929,Hawaii,650,70208
192,96710,Waikolu,NA,NA,132.2,132031,Kona International at Keahole Airport,19.9,13553,Molokai Airport,152.1,145584,152.10001,145584,Hawaii,650,70208
193,96712,Waikoali,NA,NA,95.5,64560,Daniel K Inouye International Airport,89.800003,73214,Lihue Airport,185.3,137774,185.3,137774,Oahu,8259,96297
194,96712,Kaunala Trail,43.6,19083,95.5,64560,Daniel K Inouye International Airport,84,64898,Daniel K Inouye International Airport,NA,NA,43.599998,19083,Oahu,8259,96297
196,96712,Kaluahaulu,NA,NA,95.5,64560,Daniel K Inouye International Airport,73.099998,64225,Lihue Airport,168.6,128785,168.60001,128785,Oahu,8259,96297
197,96712,Waimanu Campsite,NA,NA,95.5,64560,Daniel K Inouye International Airport,97.699997,96685,Kona International at Keahole Airport,193.2,161245,193.2,161245,Oahu,8259,96297
198,96712,Kawaikoi,NA,NA,95.5,64560,Daniel K Inouye International Airport,102.9,77583,Lihue Airport,198.4,142143,198.39999,142143,Oahu,8259,96297
199,96712,Ainapo Cabin,NA,NA,95.5,64560,Daniel K Inouye International Airport,142.8,105977,Kona International at Keahole Airport,238.3,170537,238.3,170537,Oahu,8259,96297
200,96712,Waikolu,NA,NA,95.5,64560,Daniel K Inouye International Airport,19.9,13553,Molokai Airport,115.4,78113,115.4,78113,Oahu,8259,96297
201,96712,Manana Trail,75.4,52440,95.5,64560,Daniel K Inouye International Airport,40.200001,23460,Daniel K Inouye International Airport,NA,NA,75.400002,52440,Oahu,8259,96297
202,96712,Sugi Grove,NA,NA,95.5,64560,Daniel K Inouye International Airport,86.5,71695,Lihue Airport,182,136255,182,136255,Oahu,8259,96297
203,96712,Kuliouou Trail,102.5,78526,95.5,64560,Daniel K Inouye International Airport,55,37598,Daniel K Inouye International Airport,NA,NA,102.5,78526,Oahu,8259,96297
204,96712,Waimano Trail,77.6,53920,95.5,64560,Daniel K Inouye International Airport,60.400002,36643,Daniel K Inouye International Airport,NA,NA,77.599998,53920,Oahu,8259,96297
205,96712,Maakua Ridge Trail,67.3,37940,95.5,64560,Daniel K Inouye International Airport,88.300003,61386,Daniel K Inouye International Airport,NA,NA,67.300003,37940,Oahu,8259,96297
206,96712,Kuaokala Trail,121.5,85886,95.5,64560,Daniel K Inouye International Airport,92.599998,71137,Daniel K Inouye International Airport,NA,NA,121.5,85886,Oahu,8259,96297
207,96712,Kulanaahane Trail,77.4,56384,95.5,64560,Daniel K Inouye International Airport,34.700001,19070,Daniel K Inouye International Airport,NA,NA,77.400002,56384,Oahu,8259,96297
208,96712,Kamananui Trail,77.7,56579,95.5,64560,Daniel K Inouye International Airport,35,19265,Daniel K Inouye International Airport,NA,NA,77.699997,56579,Oahu,8259,96297
209,96712,Waialae Cabin Campsite,NA,NA,95.5,64560,Daniel K Inouye International Airport,49.200001,44216,Lihue Airport,144.7,108776,144.7,108776,Oahu,8259,96297
210,96712,Lonomea,NA,NA,95.5,64560,Daniel K Inouye International Airport,66.699997,59765,Lihue Airport,162.2,124325,162.2,124325,Oahu,8259,96297
211,96712,Hipalau,NA,NA,95.5,64560,Daniel K Inouye International Airport,73.099998,64234,Lihue Airport,168.6,128794,168.60001,128794,Oahu,8259,96297
212,96712,Keanakolu Ranger & Bunkhouse Cabins,NA,NA,95.5,64560,Daniel K Inouye International Airport,150.60001,100298,Kona International at Keahole Airport,246.1,164858,246.10001,164858,Oahu,8259,96297
213,96712,Wiliwilinui Ridge Trail,98,75323,95.5,64560,Daniel K Inouye International Airport,49.799999,34212,Daniel K Inouye International Airport,NA,NA,98,75323,Oahu,8259,96297
215,96712,Wiliwili,NA,NA,95.5,64560,Daniel K Inouye International Airport,57.099998,54614,Lihue Airport,152.6,119174,152.60001,119174,Oahu,8259,96297
216,96712,Peacock Flats Campsite,168.1,97764,95.5,64560,Daniel K Inouye International Airport,138.5,82548,Daniel K Inouye International Airport,NA,NA,168.10001,97764,Oahu,8259,96297
217,96713,Peacock Flats Campsite,NA,NA,128.7,89432,Kahului Airport,138.5,82548,Daniel K Inouye International Airport,267.2,171980,267.20001,171980,Maui,2264,55357
218,96713,Wiliwili,NA,NA,128.7,89432,Kahului Airport,57.099998,54614,Lihue Airport,185.8,144046,185.8,144046,Maui,2264,55357
219,96713,Kaunala Trail,NA,NA,128.7,89432,Kahului Airport,84,64898,Daniel K Inouye International Airport,212.7,154330,212.7,154330,Maui,2264,55357
220,96713,Manana Trail,NA,NA,128.7,89432,Kahului Airport,40.200001,23460,Daniel K Inouye International Airport,168.9,112892,168.89999,112892,Maui,2264,55357
221,96713,Waikolu,NA,NA,128.7,89432,Kahului Airport,19.9,13553,Molokai Airport,148.6,102985,148.60001,102985,Maui,2264,55357
224,96713,Kawaikoi,NA,NA,128.7,89432,Kahului Airport,102.9,77583,Lihue Airport,231.6,167015,231.60001,167015,Maui,2264,55357
225,96713,Kaluahaulu,NA,NA,128.7,89432,Kahului Airport,73.099998,64225,Lihue Airport,201.8,153657,201.8,153657,Maui,2264,55357
226,96713,Kulanaahane Trail,NA,NA,128.7,89432,Kahului Airport,34.700001,19070,Daniel K Inouye International Airport,163.4,108502,163.39999,108502,Maui,2264,55357
227,96713,Waimanu Campsite,NA,NA,128.7,89432,Kahului Airport,97.699997,96685,Kona International at Keahole Airport,226.4,186117,226.39999,186117,Maui,2264,55357
228,96713,Lonomea,NA,NA,128.7,89432,Kahului Airport,66.699997,59765,Lihue Airport,195.4,149197,195.39999,149197,Maui,2264,55357
229,96713,Maakua Ridge Trail,NA,NA,128.7,89432,Kahului Airport,88.300003,61386,Daniel K Inouye International Airport,217,150818,217,150818,Maui,2264,55357
230,96713,Kamananui Trail,NA,NA,128.7,89432,Kahului Airport,35,19265,Daniel K Inouye International Airport,163.7,108697,163.7,108697,Maui,2264,55357
231,96713,Waimano Trail,NA,NA,128.7,89432,Kahului Airport,60.400002,36643,Daniel K Inouye International Airport,189.1,126075,189.10001,126075,Maui,2264,55357
232,96713,Waialae Cabin Campsite,NA,NA,128.7,89432,Kahului Airport,49.200001,44216,Lihue Airport,177.9,133648,177.89999,133648,Maui,2264,55357
233,96713,Waikoali,NA,NA,128.7,89432,Kahului Airport,89.800003,73214,Lihue Airport,218.5,162646,218.5,162646,Maui,2264,55357
234,96713,Hipalau,NA,NA,128.7,89432,Kahului Airport,73.099998,64234,Lihue Airport,201.8,153666,201.8,153666,Maui,2264,55357
235,96713,Kuaokala Trail,NA,NA,128.7,89432,Kahului Airport,92.599998,71137,Daniel K Inouye International Airport,221.3,160569,221.3,160569,Maui,2264,55357
236,96713,Kuliouou Trail,NA,NA,128.7,89432,Kahului Airport,55,37598,Daniel K Inouye International Airport,183.7,127030,183.7,127030,Maui,2264,55357
237,96713,Sugi Grove,NA,NA,128.7,89432,Kahului Airport,86.5,71695,Lihue Airport,215.2,161127,215.2,161127,Maui,2264,55357
238,96713,Wiliwilinui Ridge Trail,NA,NA,128.7,89432,Kahului Airport,49.799999,34212,Daniel K Inouye International Airport,178.5,123644,178.5,123644,Maui,2264,55357
239,96713,Keanakolu Ranger & Bunkhouse Cabins,NA,NA,128.7,89432,Kahului Airport,150.60001,100298,Kona International at Keahole Airport,279.3,189730,279.29999,189730,Maui,2264,55357
240,96713,Ainapo Cabin,NA,NA,128.7,89432,Kahului Airport,142.8,105977,Kona International at Keahole Airport,271.5,195409,271.5,195409,Maui,2264,55357
241,96714,Maakua Ridge Trail,NA,NA,173.7,32400,Lihue Airport,88.300003,61386,Daniel K Inouye International Airport,262,93786,262,93786,Kauai,1557,38710
242,96714,Kulanaahane Trail,NA,NA,173.7,32400,Lihue Airport,34.700001,19070,Daniel K Inouye International Airport,208.4,51470,208.39999,51470,Kauai,1557,38710
243,96714,Keanakolu Ranger & Bunkhouse Cabins,NA,NA,173.7,32400,Lihue Airport,150.60001,100298,Kona International at Keahole Airport,324.3,132698,324.29999,132698,Kauai,1557,38710
244,96714,Waikolu,NA,NA,173.7,32400,Lihue Airport,19.9,13553,Molokai Airport,193.6,45953,193.60001,45953,Kauai,1557,38710
245,96714,Kuaokala Trail,NA,NA,173.7,32400,Lihue Airport,92.599998,71137,Daniel K Inouye International Airport,266.3,103537,266.29999,103537,Kauai,1557,38710
246,96714,Kaluahaulu,229.8,90396,173.7,32400,Lihue Airport,73.099998,64225,Lihue Airport,NA,NA,229.8,90396,Kauai,1557,38710
247,96714,Manana Trail,NA,NA,173.7,32400,Lihue Airport,40.200001,23460,Daniel K Inouye International Airport,213.9,55860,213.89999,55860,Kauai,1557,38710
248,96714,Kamananui Trail,NA,NA,173.7,32400,Lihue Airport,35,19265,Daniel K Inouye International Airport,208.7,51665,208.7,51665,Kauai,1557,38710
249,96714,Lonomea,229.8,90417,173.7,32400,Lihue Airport,66.699997,59765,Lihue Airport,NA,NA,229.8,90417,Kauai,1557,38710
250,96714,Kuliouou Trail,NA,NA,173.7,32400,Lihue Airport,55,37598,Daniel K Inouye International Airport,228.7,69998,228.7,69998,Kauai,1557,38710
252,96714,Waimano Trail,NA,NA,173.7,32400,Lihue Airport,60.400002,36643,Daniel K Inouye International Airport,234.1,69043,234.10001,69043,Kauai,1557,38710
253,96714,Wiliwilinui Ridge Trail,NA,NA,173.7,32400,Lihue Airport,49.799999,34212,Daniel K Inouye International Airport,223.5,66612,223.5,66612,Kauai,1557,38710
254,96714,Peacock Flats Campsite,NA,NA,173.7,32400,Lihue Airport,138.5,82548,Daniel K Inouye International Airport,312.2,114948,312.20001,114948,Kauai,1557,38710
255,96714,Ainapo Cabin,NA,NA,173.7,32400,Lihue Airport,142.8,105977,Kona International at Keahole Airport,316.5,138377,316.5,138377,Kauai,1557,38710
256,96714,Kawaikoi,261.1,107032,173.7,32400,Lihue Airport,102.9,77583,Lihue Airport,NA,NA,261.10001,107032,Kauai,1557,38710
257,96714,Waimanu Campsite,NA,NA,173.7,32400,Lihue Airport,97.699997,96685,Kona International at Keahole Airport,271.4,129085,271.39999,129085,Kauai,1557,38710
258,96714,Sugi Grove,249.3,100780,173.7,32400,Lihue Airport,86.5,71695,Lihue Airport,NA,NA,249.3,100780,Kauai,1557,38710
259,96714,Waikoali,252.6,102282,173.7,32400,Lihue Airport,89.800003,73214,Lihue Airport,NA,NA,252.60001,102282,Kauai,1557,38710
260,96714,Kaunala Trail,NA,NA,173.7,32400,Lihue Airport,84,64898,Daniel K Inouye International Airport,257.7,97298,257.70001,97298,Kauai,1557,38710
261,96714,Wiliwili,229.8,90416,173.7,32400,Lihue Airport,57.099998,54614,Lihue Airport,NA,NA,229.8,90416,Kauai,1557,38710
262,96714,Hipalau,229.8,90388,173.7,32400,Lihue Airport,73.099998,64234,Lihue Airport,NA,NA,229.8,90388,Kauai,1557,38710
263,96714,Waialae Cabin Campsite,212.1,73264,173.7,32400,Lihue Airport,49.200001,44216,Lihue Airport,NA,NA,212.10001,73264,Kauai,1557,38710
265,96716,Hipalau,0.8,423,66.099998,60917,Lihue Airport,73.099998,64234,Lihue Airport,NA,NA,.80000001,423,Kauai,2784,75417
266,96716,Waialae Cabin Campsite,32.2,24334,66.099998,60917,Lihue Airport,49.200001,44216,Lihue Airport,NA,NA,32.200001,24334,Kauai,2784,75417
267,96716,Kulanaahane Trail,NA,NA,66.099998,60917,Lihue Airport,34.700001,19070,Daniel K Inouye International Airport,100.8,79987,100.8,79987,Kauai,2784,75417
268,96716,Wiliwili,0.8,450,66.099998,60917,Lihue Airport,57.099998,54614,Lihue Airport,NA,NA,.80000001,450,Kauai,2784,75417
269,96716,Kaunala Trail,NA,NA,66.099998,60917,Lihue Airport,84,64898,Daniel K Inouye International Airport,150.1,125815,150.10001,125815,Kauai,2784,75417
270,96716,Peacock Flats Campsite,NA,NA,66.099998,60917,Lihue Airport,138.5,82548,Daniel K Inouye International Airport,204.6,143465,204.60001,143465,Kauai,2784,75417
271,96716,Waimanu Campsite,NA,NA,66.099998,60917,Lihue Airport,97.699997,96685,Kona International at Keahole Airport,163.8,157602,163.8,157602,Kauai,2784,75417
272,96716,Keanakolu Ranger & Bunkhouse Cabins,NA,NA,66.099998,60917,Lihue Airport,150.60001,100298,Kona International at Keahole Airport,216.7,161215,216.7,161215,Kauai,2784,75417
273,96716,Kuliouou Trail,NA,NA,66.099998,60917,Lihue Airport,55,37598,Daniel K Inouye International Airport,121.1,98515,121.1,98515,Kauai,2784,75417
274,96716,Kuaokala Trail,NA,NA,66.099998,60917,Lihue Airport,92.599998,71137,Daniel K Inouye International Airport,158.7,132054,158.7,132054,Kauai,2784,75417
275,96716,Manana Trail,NA,NA,66.099998,60917,Lihue Airport,40.200001,23460,Daniel K Inouye International Airport,106.3,84377,106.3,84377,Kauai,2784,75417
276,96716,Ainapo Cabin,NA,NA,66.099998,60917,Lihue Airport,142.8,105977,Kona International at Keahole Airport,208.9,166894,208.89999,166894,Kauai,2784,75417
277,96716,Kamananui Trail,NA,NA,66.099998,60917,Lihue Airport,35,19265,Daniel K Inouye International Airport,101.1,80182,101.1,80182,Kauai,2784,75417
278,96716,Wiliwilinui Ridge Trail,NA,NA,66.099998,60917,Lihue Airport,49.799999,34212,Daniel K Inouye International Airport,115.9,95129,115.9,95129,Kauai,2784,75417
279,96716,Waikoali,23.6,12317,66.099998,60917,Lihue Airport,89.800003,73214,Lihue Airport,NA,NA,23.6,12317,Kauai,2784,75417
280,96716,Sugi Grove,20.4,10815,66.099998,60917,Lihue Airport,86.5,71695,Lihue Airport,NA,NA,20.4,10815,Kauai,2784,75417
282,96716,Maakua Ridge Trail,NA,NA,66.099998,60917,Lihue Airport,88.300003,61386,Daniel K Inouye International Airport,154.4,122303,154.39999,122303,Kauai,2784,75417
283,96716,Waikolu,NA,NA,66.099998,60917,Lihue Airport,19.9,13553,Molokai Airport,86,74470,86,74470,Kauai,2784,75417
284,96716,Kawaikoi,32.1,17066,66.099998,60917,Lihue Airport,102.9,77583,Lihue Airport,NA,NA,32.099998,17066,Kauai,2784,75417
286,96716,Kaluahaulu,0.8,431,66.099998,60917,Lihue Airport,73.099998,64225,Lihue Airport,NA,NA,.80000001,431,Kauai,2784,75417
287,96716,Lonomea,0.8,452,66.099998,60917,Lihue Airport,66.699997,59765,Lihue Airport,NA,NA,.80000001,452,Kauai,2784,75417
288,96716,Waimano Trail,NA,NA,66.099998,60917,Lihue Airport,60.400002,36643,Daniel K Inouye International Airport,126.5,97560,126.5,97560,Kauai,2784,75417
289,96717,Waikolu,NA,NA,81.5,56856,Daniel K Inouye International Airport,19.9,13553,Molokai Airport,101.4,70409,101.4,70409,Oahu,5441,85365
290,96717,Wiliwilinui Ridge Trail,73.9,56289,81.5,56856,Daniel K Inouye International Airport,49.799999,34212,Daniel K Inouye International Airport,NA,NA,73.900002,56289,Oahu,5441,85365
291,96717,Ainapo Cabin,NA,NA,81.5,56856,Daniel K Inouye International Airport,142.8,105977,Kona International at Keahole Airport,224.3,162833,224.3,162833,Oahu,5441,85365
292,96717,Maakua Ridge Trail,13.8,6507,81.5,56856,Daniel K Inouye International Airport,88.300003,61386,Daniel K Inouye International Airport,NA,NA,13.8,6507,Oahu,5441,85365
294,96717,Sugi Grove,NA,NA,81.5,56856,Daniel K Inouye International Airport,86.5,71695,Lihue Airport,168,128551,168,128551,Oahu,5441,85365
295,96717,Kawaikoi,NA,NA,81.5,56856,Daniel K Inouye International Airport,102.9,77583,Lihue Airport,184.4,134439,184.39999,134439,Oahu,5441,85365
296,96717,Waimano Trail,71.1,54905,81.5,56856,Daniel K Inouye International Airport,60.400002,36643,Daniel K Inouye International Airport,NA,NA,71.099998,54905,Oahu,5441,85365
297,96717,Wiliwili,NA,NA,81.5,56856,Daniel K Inouye International Airport,57.099998,54614,Lihue Airport,138.6,111470,138.60001,111470,Oahu,5441,85365
298,96717,Kamananui Trail,60.4,45832,81.5,56856,Daniel K Inouye International Airport,35,19265,Daniel K Inouye International Airport,NA,NA,60.400002,45832,Oahu,5441,85365
299,96717,Lonomea,NA,NA,81.5,56856,Daniel K Inouye International Airport,66.699997,59765,Lihue Airport,148.2,116621,148.2,116621,Oahu,5441,85365
301,96717,Keanakolu Ranger & Bunkhouse Cabins,NA,NA,81.5,56856,Daniel K Inouye International Airport,150.60001,100298,Kona International at Keahole Airport,232.1,157154,232.10001,157154,Oahu,5441,85365
302,96717,Hipalau,NA,NA,81.5,56856,Daniel K Inouye International Airport,73.099998,64234,Lihue Airport,154.6,121090,154.60001,121090,Oahu,5441,85365
303,96717,Waimanu Campsite,NA,NA,81.5,56856,Daniel K Inouye International Airport,97.699997,96685,Kona International at Keahole Airport,179.2,153541,179.2,153541,Oahu,5441,85365
304,96717,Waialae Cabin Campsite,NA,NA,81.5,56856,Daniel K Inouye International Airport,49.200001,44216,Lihue Airport,130.7,101072,130.7,101072,Oahu,5441,85365
305,96717,Kaluahaulu,NA,NA,81.5,56856,Daniel K Inouye International Airport,73.099998,64225,Lihue Airport,154.6,121081,154.60001,121081,Oahu,5441,85365
306,96717,Peacock Flats Campsite,167.1,111497,81.5,56856,Daniel K Inouye International Airport,138.5,82548,Daniel K Inouye International Airport,NA,NA,167.10001,111497,Oahu,5441,85365
307,96717,Waikoali,NA,NA,81.5,56856,Daniel K Inouye International Airport,89.800003,73214,Lihue Airport,171.3,130070,171.3,130070,Oahu,5441,85365
308,96717,Kulanaahane Trail,60.1,45637,81.5,56856,Daniel K Inouye International Airport,34.700001,19070,Daniel K Inouye International Airport,NA,NA,60.099998,45637,Oahu,5441,85365
309,96717,Kuliouou Trail,78.3,59491,81.5,56856,Daniel K Inouye International Airport,55,37598,Daniel K Inouye International Airport,NA,NA,78.300003,59491,Oahu,5441,85365
310,96717,Kaunala Trail,51.2,35227,81.5,56856,Daniel K Inouye International Airport,84,64898,Daniel K Inouye International Airport,NA,NA,51.200001,35227,Oahu,5441,85365
311,96717,Kuaokala Trail,120.6,99618,81.5,56856,Daniel K Inouye International Airport,92.599998,71137,Daniel K Inouye International Airport,NA,NA,120.6,99618,Oahu,5441,85365
